occurrence_id,value,bin,procedure,local_role,context
500,2,behavioral,execute-iran-action,execute-iran-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 2) 0 100)
501,0,scale-bound,execute-iran-action,execute-iran-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 2) 0 100)
502,100,scale-bound,execute-iran-action,execute-iran-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 2) 0 100)
503,0.01,behavioral,execute-iran-action,execute-iran-action::economic-buffer,set economic-buffer (bound (economic-buffer + 0.01) 0 1)
504,0,scale-bound,execute-iran-action,execute-iran-action::economic-buffer,set economic-buffer (bound (economic-buffer + 0.01) 0 1)
505,1,scale-bound,execute-iran-action,execute-iran-action::economic-buffer,set economic-buffer (bound (economic-buffer + 0.01) 0 1)
506,4,behavioral,execute-iran-action,execute-iran-action::_,let n (min (list mine-batch-size (round (asymmetric-assets / 4))))
507,0,behavioral,execute-iran-action,execute-iran-action::_,if n > 0 [
508,1,behavioral,execute-iran-action,execute-iran-action::_,sprout-mines 1 [
509,2,display,execute-iran-action,execute-iran-action::color,set color red + 2
510,0.8,behavioral,execute-iran-action,execute-iran-action::size,set size 0.8
511,1.5,behavioral,execute-iran-action,execute-iran-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - (actual-n * 1.5)) 0 100)
512,0,scale-bound,execute-iran-action,execute-iran-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - (actual-n * 1.5)) 0 100)
513,100,scale-bound,execute-iran-action,execute-iran-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - (actual-n * 1.5)) 0 100)
514,0.15,behavioral,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor - 0.15) 0.10 0.95)
515,0.10,scale-bound,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor - 0.15) 0.10 0.95)
516,0.95,scale-bound,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor - 0.15) 0.10 0.95)
517,0.10,behavioral,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory + 0.10) 0 1)
518,0,scale-bound,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory + 0.10) 0 1)
519,1,scale-bound,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory + 0.10) 0 1)
520,1,behavioral,execute-iran-action,execute-iran-action::proxy-attack-level,set proxy-attack-level (proxy-attack-level + 1)
521,0.02,behavioral,execute-iran-action,execute-iran-action::us-casualties,set us-casualties (bound (us-casualties + 0.02) 0 1)
522,0,scale-bound,execute-iran-action,execute-iran-action::us-casualties,set us-casualties (bound (us-casualties + 0.02) 0 1)
523,1,scale-bound,execute-iran-action,execute-iran-action::us-casualties,set us-casualties (bound (us-casualties + 0.02) 0 1)
524,0.08,behavioral,execute-iran-action,execute-iran-action::anchorage-risk,set anchorage-risk (bound (anchorage-risk + 0.08) 0 1)
525,0,scale-bound,execute-iran-action,execute-iran-action::anchorage-risk,set anchorage-risk (bound (anchorage-risk + 0.08) 0 1)
526,1,scale-bound,execute-iran-action,execute-iran-action::anchorage-risk,set anchorage-risk (bound (anchorage-risk + 0.08) 0 1)
527,0.07,behavioral,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory + 0.07) 0 1)
528,0,scale-bound,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory + 0.07) 0 1)
529,1,scale-bound,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory + 0.07) 0 1)
530,5,behavioral,execute-iran-action,execute-iran-action::asymmetric-assets,ask iran-agent [ set asymmetric-assets (bound (asymmetric-assets - 5) 0 100) ]
531,0,scale-bound,execute-iran-action,execute-iran-action::asymmetric-assets,ask iran-agent [ set asymmetric-assets (bound (asymmetric-assets - 5) 0 100) ]
532,100,scale-bound,execute-iran-action,execute-iran-action::asymmetric-assets,ask iran-agent [ set asymmetric-assets (bound (asymmetric-assets - 5) 0 100) ]
533,0.12,behavioral,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor - 0.12) 0.10 0.95)
534,0.10,scale-bound,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor - 0.12) 0.10 0.95)
535,0.95,scale-bound,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor - 0.12) 0.10 0.95)
536,1,behavioral,execute-iran-action,execute-iran-action::proxy-attack-level,set proxy-attack-level (proxy-attack-level + 1)
537,0.04,behavioral,execute-iran-action,execute-iran-action::us-casualties,set us-casualties (bound (us-casualties + 0.04) 0 1)
538,0,scale-bound,execute-iran-action,execute-iran-action::us-casualties,set us-casualties (bound (us-casualties + 0.04) 0 1)
539,1,scale-bound,execute-iran-action,execute-iran-action::us-casualties,set us-casualties (bound (us-casualties + 0.04) 0 1)
540,0.05,behavioral,execute-iran-action,execute-iran-action::anchorage-risk,set anchorage-risk (bound (anchorage-risk + 0.05) 0 1)
541,0,scale-bound,execute-iran-action,execute-iran-action::anchorage-risk,set anchorage-risk (bound (anchorage-risk + 0.05) 0 1)
542,1,scale-bound,execute-iran-action,execute-iran-action::anchorage-risk,set anchorage-risk (bound (anchorage-risk + 0.05) 0 1)
543,0.05,behavioral,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory + 0.05) 0 1)
544,0,scale-bound,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory + 0.05) 0 1)
545,1,scale-bound,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory + 0.05) 0 1)
546,4,behavioral,execute-iran-action,execute-iran-action::asymmetric-assets,ask iran-agent [ set asymmetric-assets (bound (asymmetric-assets - 4) 0 100) ]
547,0,scale-bound,execute-iran-action,execute-iran-action::asymmetric-assets,ask iran-agent [ set asymmetric-assets (bound (asymmetric-assets - 4) 0 100) ]
548,100,scale-bound,execute-iran-action,execute-iran-action::asymmetric-assets,ask iran-agent [ set asymmetric-assets (bound (asymmetric-assets - 4) 0 100) ]
549,0.08,behavioral,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor - 0.08) 0.10 0.95)
550,0.10,scale-bound,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor - 0.08) 0.10 0.95)
551,0.95,scale-bound,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor - 0.08) 0.10 0.95)
552,2,behavioral,execute-iran-action,execute-iran-action::proxy-attack-level,set proxy-attack-level (proxy-attack-level + 2)
553,0.06,behavioral,execute-iran-action,execute-iran-action::us-casualties,set us-casualties (bound (us-casualties + 0.06) 0 1)
554,0,scale-bound,execute-iran-action,execute-iran-action::us-casualties,set us-casualties (bound (us-casualties + 0.06) 0 1)
555,1,scale-bound,execute-iran-action,execute-iran-action::us-casualties,set us-casualties (bound (us-casualties + 0.06) 0 1)
556,0.10,behavioral,execute-iran-action,execute-iran-action::anchorage-risk,set anchorage-risk (bound (anchorage-risk + 0.10) 0 1)
557,0,scale-bound,execute-iran-action,execute-iran-action::anchorage-risk,set anchorage-risk (bound (anchorage-risk + 0.10) 0 1)
558,1,scale-bound,execute-iran-action,execute-iran-action::anchorage-risk,set anchorage-risk (bound (anchorage-risk + 0.10) 0 1)
559,0.08,behavioral,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory + 0.08) 0 1)
560,0,scale-bound,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory + 0.08) 0 1)
561,1,scale-bound,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory + 0.08) 0 1)
562,7,behavioral,execute-iran-action,execute-iran-action::asymmetric-assets,ask iran-agent [ set asymmetric-assets (bound (asymmetric-assets - 7) 0 100) ]
563,0,scale-bound,execute-iran-action,execute-iran-action::asymmetric-assets,ask iran-agent [ set asymmetric-assets (bound (asymmetric-assets - 7) 0 100) ]
564,100,scale-bound,execute-iran-action,execute-iran-action::asymmetric-assets,ask iran-agent [ set asymmetric-assets (bound (asymmetric-assets - 7) 0 100) ]
565,0.08,behavioral,execute-iran-action,execute-iran-action::security-perception,ask israel-agent [ set security-perception (bound (security-perception - 0.08) 0 1) ]
566,0,scale-bound,execute-iran-action,execute-iran-action::security-perception,ask israel-agent [ set security-perception (bound (security-perception - 0.08) 0 1) ]
567,1,scale-bound,execute-iran-action,execute-iran-action::security-perception,ask israel-agent [ set security-perception (bound (security-perception - 0.08) 0 1) ]
568,0.10,behavioral,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor - 0.10) 0.10 0.95)
569,0.10,scale-bound,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor - 0.10) 0.10 0.95)
570,0.95,scale-bound,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor - 0.10) 0.10 0.95)
571,0.55,behavioral,update-market-state,update-market-state::_,(bound ((0.55 * gnss-reliability) + (0.45 * port-operability)) 0.15 1)
572,0.45,behavioral,update-market-state,update-market-state::_,(bound ((0.55 * gnss-reliability) + (0.45 * port-operability)) 0.15 1)
573,0.15,scale-bound,update-market-state,update-market-state::_,(bound ((0.55 * gnss-reliability) + (0.45 * port-operability)) 0.15 1)
574,1,scale-bound,update-market-state,update-market-state::_,(bound ((0.55 * gnss-reliability) + (0.45 * port-operability)) 0.15 1)
575,0.38,behavioral,update-market-state,update-market-state::_,(bound ((0.38 * commercial-throughput)
576,0.25,behavioral,update-market-state,update-market-state::_,+ (0.25 * navigational-reliability)
577,0.22,behavioral,update-market-state,update-market-state::_,+ (0.22 * permission-factor)
578,0.15,behavioral,update-market-state,update-market-state::_,+ (0.15 * (1 - market-memory))) 0.10 1)
579,1,behavioral,update-market-state,update-market-state::_,+ (0.15 * (1 - market-memory))) 0.10 1)
580,0.10,behavioral,update-market-state,update-market-state::_,+ (0.15 * (1 - market-memory))) 0.10 1)
581,1,behavioral,update-market-state,update-market-state::_,+ (0.15 * (1 - market-memory))) 0.10 1)
582,0.62,behavioral,update-market-state,update-market-state::_,* (0.62 + (0.38 * recovery-factor))) 0.02 1)
583,0.38,behavioral,update-market-state,update-market-state::_,* (0.62 + (0.38 * recovery-factor))) 0.02 1)
584,0.02,behavioral,update-market-state,update-market-state::_,* (0.62 + (0.38 * recovery-factor))) 0.02 1)
585,1,behavioral,update-market-state,update-market-state::_,* (0.62 + (0.38 * recovery-factor))) 0.02 1)
586,1,behavioral,update-market-state,update-market-state::_,(bound ((1 - strait-throughput)
587,1,behavioral,update-market-state,update-market-state::_,+ ((1 - insurance-availability) * 0.30)
588,0.30,behavioral,update-market-state,update-market-state::_,+ ((1 - insurance-availability) * 0.30)
589,1,behavioral,update-market-state,update-market-state::_,+ ((1 - gnss-reliability) * 0.16)
590,0.16,behavioral,update-market-state,update-market-state::_,+ ((1 - gnss-reliability) * 0.16)
591,0.14,behavioral,update-market-state,update-market-state::_,+ (regional-strike-volume * 0.14)
592,0.10,behavioral,update-market-state,update-market-state::_,+ (proxy-attack-level * 0.10)
593,0.22,behavioral,update-market-state,update-market-state::_,+ (market-memory * 0.22)) 0 1.8)
594,0,behavioral,update-market-state,update-market-state::_,+ (market-memory * 0.22)) 0 1.8)
595,1.8,behavioral,update-market-state,update-market-state::_,+ (market-memory * 0.22)) 0 1.8)
596,0.45,behavioral,update-market-state,update-market-state::_,and strait-throughput > 0.45
597,0.40,behavioral,update-market-state,update-market-state::_,and permission-factor > 0.40)
598,20,behavioral,update-market-state,update-market-state::_,let habituation-term (min list 20 (ticks-since-major-strike * 0.4))
599,0.4,behavioral,update-market-state,update-market-state::_,let habituation-term (min list 20 (ticks-since-major-strike * 0.4))
600,1,behavioral,update-market-state,update-market-state::risk-premium-gross-signal,set risk-premium-gross-signal (((1 - strait-throughput) * 22)
601,22,behavioral,update-market-state,update-market-state::risk-premium-gross-signal,set risk-premium-gross-signal (((1 - strait-throughput) * 22)
602,20,behavioral,update-market-state,update-market-state::_,+ (market-panic-index * 20)
603,8,behavioral,update-market-state,update-market-state::_,+ (market-memory * 8))
604,9,behavioral,update-market-state,update-market-state::risk-premium-reassurance-signal,set risk-premium-reassurance-signal ((recovery-factor * 9)
605,10,behavioral,update-market-state,update-market-state::_,+ (diplomatic-momentum * 10)
606,10,behavioral,update-market-state,update-market-state::_,+ (ifelse-value (not major-strike-this-tick?) [10] [0])
607,0,behavioral,update-market-state,update-market-state::_,+ (ifelse-value (not major-strike-this-tick?) [10] [0])
608,0.55,behavioral,update-market-state,update-market-state::_,+ (ifelse-value (strait-throughput > 0.55) [12] [0])
609,12,behavioral,update-market-state,update-market-state::_,+ (ifelse-value (strait-throughput > 0.55) [12] [0])
610,0,behavioral,update-market-state,update-market-state::_,+ (ifelse-value (strait-throughput > 0.55) [12] [0])
611,8,behavioral,update-market-state,update-market-state::_,+ (ifelse-value stable-access-for-market? [8] [0])
612,0,behavioral,update-market-state,update-market-state::_,+ (ifelse-value stable-access-for-market? [8] [0])
613,0,behavioral,update-market-state,update-market-state::risk-premium-target,set risk-premium-target (max list 0 (risk-premium-gross-signal - risk-premium-reassurance-signal))
614,0.80,behavioral,update-market-state,update-market-state::market-recovery-rate-current,set market-recovery-rate-current (min list 0.80 (0.20 * tau-k-rate))
615,0.20,behavioral,update-market-state,update-market-state::market-recovery-rate-current,set market-recovery-rate-current (min list 0.80 (0.20 * tau-k-rate))
616,0,behavioral,update-market-state,update-market-state::_,ifelse risk-premium-gap > 0
617,0,scale-bound,update-market-state,update-market-state::oil-risk-premium,set oil-risk-premium (bound oil-risk-premium 0 120)
618,120,scale-bound,update-market-state,update-market-state::oil-risk-premium,set oil-risk-premium (bound oil-risk-premium 0 120)
619,25,behavioral,update-market-state,update-market-state::_,if previous-risk-premium-peak >= 25 [
620,1,behavioral,update-market-state,update-market-state::risk-premium-post-peak-ticks,set risk-premium-post-peak-ticks (risk-premium-post-peak-ticks + 1)
621,1,behavioral,update-market-state,update-market-state::risk-premium-decay-ticks,set risk-premium-decay-ticks (risk-premium-decay-ticks + 1)
622,-1,behavioral,update-market-state,update-market-state::_,if tick-military-deescalation-window-start != -1 [
623,1,behavioral,update-market-state,update-market-state::risk-premium-post-deescalation-ticks,set risk-premium-post-deescalation-ticks (risk-premium-post-deescalation-ticks + 1)
624,1,behavioral,update-market-state,update-market-state::risk-premium-post-deescalation-decay-ticks,set risk-premium-post-deescalation-decay-ticks (risk-premium-post-deescalation-decay-ticks + 1)
625,70,behavioral,update-market-state,update-market-state::_,if brent-crude-price > 70 [
626,70,behavioral,update-market-state,update-market-state::cumulative-oil-burden,set cumulative-oil-burden (cumulative-oil-burden + (brent-crude-price - 70))
627,0.35,behavioral,update-market-state,update-market-state::_,if strait-throughput < 0.35 [
628,1,behavioral,update-market-state,update-market-state::low-throughput-days,set low-throughput-days (low-throughput-days + 1)
629,1,behavioral,update-physical-throughput,update-physical-throughput::_,let mine-density ((count mines) / max (list 1 (count patches with [ lane? ])))
630,1,behavioral,update-physical-throughput,update-physical-throughput::physical-throughput,set physical-throughput (bound (reachable-share * (1 - (mine-density * 1.4))) 0.05 1)
631,1.4,behavioral,update-physical-throughput,update-physical-throughput::physical-throughput,set physical-throughput (bound (reachable-share * (1 - (mine-density * 1.4))) 0.05 1)
632,0.05,scale-bound,update-physical-throughput,update-physical-throughput::physical-throughput,set physical-throughput (bound (reachable-share * (1 - (mine-density * 1.4))) 0.05 1)
633,1,scale-bound,update-physical-throughput,update-physical-throughput::physical-throughput,set physical-throughput (bound (reachable-share * (1 - (mine-density * 1.4))) 0.05 1)
634,0.05,behavioral,update-physical-throughput,update-physical-throughput::physical-throughput,set physical-throughput 0.05
635,0.02,behavioral,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor + 0.02 + (diplomatic-momentum * 0.01)) 0.10 0.98)
636,0.01,behavioral,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor + 0.02 + (diplomatic-momentum * 0.01)) 0.10 0.98)
637,0.10,scale-bound,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor + 0.02 + (diplomatic-momentum * 0.01)) 0.10 0.98)
638,0.98,scale-bound,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor + 0.02 + (diplomatic-momentum * 0.01)) 0.10 0.98)
639,0.010,behavioral,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor + 0.010 + (diplomatic-momentum * 0.008)) 0.10 0.97)
640,0.008,behavioral,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor + 0.010 + (diplomatic-momentum * 0.008)) 0.10 0.97)
641,0.10,scale-bound,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor + 0.010 + (diplomatic-momentum * 0.008)) 0.10 0.97)
642,0.97,scale-bound,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor + 0.010 + (diplomatic-momentum * 0.008)) 0.10 0.97)
643,0.004,behavioral,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor + 0.004 + (diplomatic-momentum * 0.004) - (regional-strike-volume * 0.003)) 0.10 0.97)
644,0.004,behavioral,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor + 0.004 + (diplomatic-momentum * 0.004) - (regional-strike-volume * 0.003)) 0.10 0.97)
645,0.003,behavioral,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor + 0.004 + (diplomatic-momentum * 0.004) - (regional-strike-volume * 0.003)) 0.10 0.97)
646,0.10,scale-bound,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor + 0.004 + (diplomatic-momentum * 0.004) - (regional-strike-volume * 0.003)) 0.10 0.97)
647,0.97,scale-bound,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor + 0.004 + (diplomatic-momentum * 0.004) - (regional-strike-volume * 0.003)) 0.10 0.97)
648,0.020,behavioral,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor - 0.020) 0.10 0.97)
649,0.10,scale-bound,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor - 0.020) 0.10 0.97)
650,0.97,scale-bound,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor - 0.020) 0.10 0.97)
651,0.05,behavioral,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor - 0.05) 0.10 0.97)
652,0.10,scale-bound,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor - 0.05) 0.10 0.97)
653,0.97,scale-bound,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor - 0.05) 0.10 0.97)
654,0.035,behavioral,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor - 0.035) 0.10 0.97)
655,0.10,scale-bound,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor - 0.035) 0.10 0.97)
656,0.97,scale-bound,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor - 0.035) 0.10 0.97)
657,0.025,behavioral,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor - 0.025) 0.10 0.97)
658,0.10,scale-bound,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor - 0.025) 0.10 0.97)
659,0.97,scale-bound,update-permission-factor,update-permission-factor::permission-factor,set permission-factor (bound (permission-factor - 0.025) 0.10 0.97)
660,0.05,behavioral,update-gnss-reliability,update-gnss-reliability::_,let gnss-shock ((proxy-attack-level * 0.05) + (regional-strike-volume * 0.04) + (anchorage-risk * 0.03) + (operator-memory * 0.03))
661,0.04,behavioral,update-gnss-reliability,update-gnss-reliability::_,let gnss-shock ((proxy-attack-level * 0.05) + (regional-strike-volume * 0.04) + (anchorage-risk * 0.03) + (operator-memory * 0.03))
662,0.03,behavioral,update-gnss-reliability,update-gnss-reliability::_,let gnss-shock ((proxy-attack-level * 0.05) + (regional-strike-volume * 0.04) + (anchorage-risk * 0.03) + (operator-memory * 0.03))
663,0.03,behavioral,update-gnss-reliability,update-gnss-reliability::_,let gnss-shock ((proxy-attack-level * 0.05) + (regional-strike-volume * 0.04) + (anchorage-risk * 0.03) + (operator-memory * 0.03))
664,0.030,behavioral,update-gnss-reliability,update-gnss-reliability::_,let repair-boost ((recovery-factor * 0.030) + (permission-factor * 0.012) + (diplomatic-momentum * 0.020))
665,0.012,behavioral,update-gnss-reliability,update-gnss-reliability::_,let repair-boost ((recovery-factor * 0.030) + (permission-factor * 0.012) + (diplomatic-momentum * 0.020))
666,0.020,behavioral,update-gnss-reliability,update-gnss-reliability::_,let repair-boost ((recovery-factor * 0.030) + (permission-factor * 0.012) + (diplomatic-momentum * 0.020))
667,0.02,behavioral,update-gnss-reliability,update-gnss-reliability::repair-boost,if last-iran-action =   [ set repair-boost (repair-boost + 0.02) ]
668,0.15,scale-bound,update-gnss-reliability,update-gnss-reliability::gnss-reliability,set gnss-reliability (bound (gnss-reliability - gnss-shock + repair-boost) 0.15 1)
669,1,scale-bound,update-gnss-reliability,update-gnss-reliability::gnss-reliability,set gnss-reliability (bound (gnss-reliability - gnss-shock + repair-boost) 0.15 1)
670,0.08,behavioral,update-port-operability,update-port-operability::_,let port-shock ((regional-strike-volume * 0.08) + (proxy-attack-level * 0.05) + ((1 - gnss-reliability) * 0.05))
671,0.05,behavioral,update-port-operability,update-port-operability::_,let port-shock ((regional-strike-volume * 0.08) + (proxy-attack-level * 0.05) + ((1 - gnss-reliability) * 0.05))
672,1,behavioral,update-port-operability,update-port-operability::_,let port-shock ((regional-strike-volume * 0.08) + (proxy-attack-level * 0.05) + ((1 - gnss-reliability) * 0.05))
673,0.05,behavioral,update-port-operability,update-port-operability::_,let port-shock ((regional-strike-volume * 0.08) + (proxy-attack-level * 0.05) + ((1 - gnss-reliability) * 0.05))
674,0.04,behavioral,update-port-operability,update-port-operability::anchorage-risk,set anchorage-risk (bound (anchorage-risk + port-shock - (recovery-factor * 0.04)) 0 1)
675,0,scale-bound,update-port-operability,update-port-operability::anchorage-risk,set anchorage-risk (bound (anchorage-risk + port-shock - (recovery-factor * 0.04)) 0 1)
676,1,scale-bound,update-port-operability,update-port-operability::anchorage-risk,set anchorage-risk (bound (anchorage-risk + port-shock - (recovery-factor * 0.04)) 0 1)
677,1,behavioral,update-port-operability,update-port-operability::port-operability,set port-operability (bound (1 - anchorage-risk - (regional-strike-volume * 0.03)) 0.15 1)
678,0.03,behavioral,update-port-operability,update-port-operability::port-operability,set port-operability (bound (1 - anchorage-risk - (regional-strike-volume * 0.03)) 0.15 1)
679,0.15,scale-bound,update-port-operability,update-port-operability::port-operability,set port-operability (bound (1 - anchorage-risk - (regional-strike-volume * 0.03)) 0.15 1)
680,1,scale-bound,update-port-operability,update-port-operability::port-operability,set port-operability (bound (1 - anchorage-risk - (regional-strike-volume * 0.03)) 0.15 1)
681,0.10,behavioral,update-memory-stocks,update-memory-stocks::_,let threat ((regional-strike-volume * 0.10)
682,0.07,behavioral,update-memory-stocks,update-memory-stocks::_,+ (proxy-attack-level * 0.07)
683,1,behavioral,update-memory-stocks,update-memory-stocks::_,+ ((1 - permission-factor) * 0.16)
684,0.16,behavioral,update-memory-stocks,update-memory-stocks::_,+ ((1 - permission-factor) * 0.16)
685,1,behavioral,update-memory-stocks,update-memory-stocks::_,+ ((1 - gnss-reliability) * 0.08)
686,0.08,behavioral,update-memory-stocks,update-memory-stocks::_,+ ((1 - gnss-reliability) * 0.08)
687,1,behavioral,update-memory-stocks,update-memory-stocks::_,+ ((1 - insurance-availability) * 0.06)
688,0.06,behavioral,update-memory-stocks,update-memory-stocks::_,+ ((1 - insurance-availability) * 0.06)
689,1,behavioral,update-memory-stocks,update-memory-stocks::_,+ ((1 - port-operability) * 0.05))
690,0.05,behavioral,update-memory-stocks,update-memory-stocks::_,+ ((1 - port-operability) * 0.05))
691,0.08,behavioral,update-memory-stocks,update-memory-stocks::threat,if last-iran-action =   [ set threat (threat + 0.08) ]
692,0.06,behavioral,update-memory-stocks,update-memory-stocks::threat,if last-iran-action =   [ set threat (threat + 0.06) ]
693,0.40,behavioral,update-memory-stocks,update-memory-stocks::_,and permission-factor > 0.40
694,0.30,behavioral,update-memory-stocks,update-memory-stocks::_,and strait-throughput > 0.30)
695,0.07,behavioral,update-memory-stocks,update-memory-stocks::_,let reassurance ((recovery-factor * 0.07) + (diplomatic-momentum * 0.06))
696,0.06,behavioral,update-memory-stocks,update-memory-stocks::_,let reassurance ((recovery-factor * 0.07) + (diplomatic-momentum * 0.06))
697,0.06,behavioral,update-memory-stocks,update-memory-stocks::reassurance,if member? last-iran-action [   ] [ set reassurance (reassurance + 0.06) ]
698,0.06,behavioral,update-memory-stocks,update-memory-stocks::reassurance,if not major-strike-this-tick? [ set reassurance (reassurance + 0.06) ]
699,0.07,behavioral,update-memory-stocks,update-memory-stocks::reassurance,if stable-access? [ set reassurance (reassurance + 0.07) ]
700,0.05,behavioral,update-memory-stocks,update-memory-stocks::reassurance,if military-deescalation-window? = true [ set reassurance (reassurance + 0.05) ]
701,0.10,behavioral,update-memory-stocks,update-memory-stocks::insurer-memory,set insurer-memory (bound (insurer-memory + (threat * 0.10 * tau-c-rate) - (reassurance * 0.18 * tau-c-rate)) 0 1)
702,0.18,behavioral,update-memory-stocks,update-memory-stocks::insurer-memory,set insurer-memory (bound (insurer-memory + (threat * 0.10 * tau-c-rate) - (reassurance * 0.18 * tau-c-rate)) 0 1)
703,0,scale-bound,update-memory-stocks,update-memory-stocks::insurer-memory,set insurer-memory (bound (insurer-memory + (threat * 0.10 * tau-c-rate) - (reassurance * 0.18 * tau-c-rate)) 0 1)
704,1,scale-bound,update-memory-stocks,update-memory-stocks::insurer-memory,set insurer-memory (bound (insurer-memory + (threat * 0.10 * tau-c-rate) - (reassurance * 0.18 * tau-c-rate)) 0 1)
705,0.08,behavioral,update-memory-stocks,update-memory-stocks::operator-memory,set operator-memory (bound (operator-memory + (threat * 0.08 * tau-c-rate) - (reassurance * 0.20 * tau-c-rate)) 0 1)
706,0.20,behavioral,update-memory-stocks,update-memory-stocks::operator-memory,set operator-memory (bound (operator-memory + (threat * 0.08 * tau-c-rate) - (reassurance * 0.20 * tau-c-rate)) 0 1)
707,0,scale-bound,update-memory-stocks,update-memory-stocks::operator-memory,set operator-memory (bound (operator-memory + (threat * 0.08 * tau-c-rate) - (reassurance * 0.20 * tau-c-rate)) 0 1)
708,1,scale-bound,update-memory-stocks,update-memory-stocks::operator-memory,set operator-memory (bound (operator-memory + (threat * 0.08 * tau-c-rate) - (reassurance * 0.20 * tau-c-rate)) 0 1)
709,0.08,behavioral,update-memory-stocks,update-memory-stocks::market-memory,set market-memory (bound (market-memory + (threat * 0.08 * tau-k-rate)
710,0,behavioral,update-memory-stocks,update-memory-stocks::_,+ (max list 0 ((brent-crude-price - 85) / 100) * 0.035)
711,85,behavioral,update-memory-stocks,update-memory-stocks::_,+ (max list 0 ((brent-crude-price - 85) / 100) * 0.035)
712,100,behavioral,update-memory-stocks,update-memory-stocks::_,+ (max list 0 ((brent-crude-price - 85) / 100) * 0.035)
713,0.035,behavioral,update-memory-stocks,update-memory-stocks::_,+ (max list 0 ((brent-crude-price - 85) / 100) * 0.035)
714,0.16,behavioral,update-memory-stocks,update-memory-stocks::_,- (reassurance * 0.16 * tau-k-rate)) 0 1)
715,0,behavioral,update-memory-stocks,update-memory-stocks::_,- (reassurance * 0.16 * tau-k-rate)) 0 1)
716,1,behavioral,update-memory-stocks,update-memory-stocks::_,- (reassurance * 0.16 * tau-k-rate)) 0 1)
